"user_id","status_id","created_at","screen_name","text","source","display_text_width","reply_to_status_id","reply_to_user_id","reply_to_screen_name","is_quote","is_retweet","favorite_count","retweet_count","hashtags","symbols","urls_url","urls_t.co","urls_expanded_url","media_url","media_t.co","media_expanded_url","media_type","ext_media_url","ext_media_t.co","ext_media_expanded_url","ext_media_type","mentions_user_id","mentions_screen_name","lang","quoted_status_id","quoted_text","quoted_created_at","quoted_source","quoted_favorite_count","quoted_retweet_count","quoted_user_id","quoted_screen_name","quoted_name","quoted_followers_count","quoted_friends_count","quoted_statuses_count","quoted_location","quoted_description","quoted_verified","retweet_status_id","retweet_text","retweet_created_at","retweet_source","retweet_favorite_count","retweet_retweet_count","retweet_user_id","retweet_screen_name","retweet_name","retweet_followers_count","retweet_friends_count","retweet_statuses_count","retweet_location","retweet_description","retweet_verified","place_url","place_name","place_full_name","place_type","country","country_code","geo_coords","coords_coords","bbox_coords","status_url","name","location","description","url","protected","followers_count","friends_count","listed_count","statuses_count","favourites_count","account_created_at","verified","profile_url","profile_expanded_url","account_lang","profile_banner_url","profile_background_url","profile_image_url"
"x211043878","x1102048282417745921",2019-03-03 03:29:20,"csoberanis7","Lo bueno es que el año pasado lo di todo en el desfile. Qué hasta termine con influenza JAJAJAJA.

Bueno, ya. A disfrutar","Twitter for Android",121,"x1102039090097258496","x211043878","csoberanis7",FALSE,FALSE,0,0,,,,,,,,,,,,,,,,"es",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/csoberanis7/status/1102048282417745921","Carlos Soberanis","México, Mérida","Comunicólogo Social. Seguidor de los Premios de la Academia. Cinéfilo.
Escúchame en Sona 89.3fm.  📻🎬
✍️✏️🗒️Gran Cinema, #LaCuartaParedMx y El Antipop Random.","https://t.co/o8rK7CB0qJ",FALSE,682,1574,20,104381,4534,2010-11-02 04:07:43,FALSE,"https://t.co/o8rK7CB0qJ","http://www.instagram.com/dimesoberanis","es","https://pbs.twimg.com/profile_banners/211043878/1407387902","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1089019516372348928/9umQONOb_normal.jpg"
"x957509302419410945","x1102043501800443904",2019-03-03 03:10:20,"FloBo2018","@razztaz2016 @Jill2473753 @Jordan_Sather_ The combination of vaccines given together in one visit has not been studied for safety. Neither has TDAP or influenza vaccines administered in pregnancy. https://t.co/2K4bcH2v7h","Twitter Web App",154,"x1102041869859598337","x758476591982710784","razztaz2016",FALSE,FALSE,0,0,,,,,,"http://pbs.twimg.com/media/D0s-ttRXgAEBz4Y.jpg","https://t.co/2K4bcH2v7h","https://twitter.com/FloBo2018/status/1102043501800443904/photo/1","photo","http://pbs.twimg.com/media/D0s-ttRXgAEBz4Y.jpg","https://t.co/2K4bcH2v7h","https://twitter.com/FloBo2018/status/1102043501800443904/photo/1",,"x758476591982710784 x1069371686565351425 x835627637049450497","razztaz2016 Jill2473753 Jordan_Sather_","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/FloBo2018/status/1102043501800443904","Flo Butterman","USA","Proud American. Honest opinions. Relevant RT's. Unfollow if truth hurts. #MAGA #ClearFlynnNow #DraintheSwamp #2A #LockHerUp #MedicalFreedom #Vaxwoke #EndtheFed",,FALSE,2462,4100,0,5058,17669,2018-01-28 07:03:02,FALSE,,,"en","https://pbs.twimg.com/profile_banners/957509302419410945/1551541538",,"http://pbs.twimg.com/profile_images/959971045204635649/4Y5jQC6W_normal.jpg"
"x64657863","x1102041234477146112",2019-03-03 03:01:19,"prchovanec","March 1919 - Two men in Paris wearing and advocating the use of flu masks to prevent the spread of the influenza epidemic #100yearsago https://t.co/1U2p9IIEDa","Twitter Web Client",134,,,,FALSE,FALSE,1,0,"100yearsago",,,,,"http://pbs.twimg.com/media/D0s8p6FXcAA0nIR.jpg","https://t.co/1U2p9IIEDa","https://twitter.com/prchovanec/status/1102041234477146112/photo/1","photo","http://pbs.twimg.com/media/D0s8p6FXcAA0nIR.jpg","https://t.co/1U2p9IIEDa","https://twitter.com/prchovanec/status/1102041234477146112/photo/1",,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/prchovanec/status/1102041234477146112","Patrick Chovanec","New York, NY","Managing Director, Chief Strategist at Silvercrest Asset Management, Adjunct Professor at Columbia SIPA, former biz prof at Tsinghua University in Beijing","http://t.co/feKtmhkmrG",FALSE,44029,1959,1737,172136,19229,2009-08-11 07:50:45,FALSE,"http://t.co/feKtmhkmrG","http://chovanec.wordpress.com","en","https://pbs.twimg.com/profile_banners/64657863/1425411489","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/598225878607355905/EV8q481z_normal.jpg"
"x64657863","x1099561846305103872",2019-02-24 06:49:07,"prchovanec","Feb 18, 1919 - Princess Ōyama Sutematsu, the first woman to receive a college degree in Japan, died in Tokyo at age 58, a victim of the global influenza epidemic #100yearsago https://t.co/Mq6JYYMJQr","Twitter Web Client",174,,,,FALSE,FALSE,6,4,"100yearsago",,,,,"http://pbs.twimg.com/media/D0JtpYjWoAEvGWN.jpg","https://t.co/Mq6JYYMJQr","https://twitter.com/prchovanec/status/1099561846305103872/photo/1","photo","http://pbs.twimg.com/media/D0JtpYjWoAEvGWN.jpg","https://t.co/Mq6JYYMJQr","https://twitter.com/prchovanec/status/1099561846305103872/photo/1",,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/prchovanec/status/1099561846305103872","Patrick Chovanec","New York, NY","Managing Director, Chief Strategist at Silvercrest Asset Management, Adjunct Professor at Columbia SIPA, former biz prof at Tsinghua University in Beijing","http://t.co/feKtmhkmrG",FALSE,44029,1959,1737,172136,19229,2009-08-11 07:50:45,FALSE,"http://t.co/feKtmhkmrG","http://chovanec.wordpress.com","en","https://pbs.twimg.com/profile_banners/64657863/1425411489","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/598225878607355905/EV8q481z_normal.jpg"
"x64657863","x1099560680208896001",2019-02-24 06:44:29,"prchovanec","Feb 18, 1919 - Henry Ragas (left), a jazz pianist who was a member of the Original Dixieland Jazz Band, died in New York City, age 28, a victim of the global influenza epidemic #100yearsago https://t.co/brSGrCPdNR","Twitter Web Client",189,,,,FALSE,FALSE,2,2,"100yearsago",,,,,"http://pbs.twimg.com/media/D0JslZHW0AA0KQw.jpg","https://t.co/brSGrCPdNR","https://twitter.com/prchovanec/status/1099560680208896001/photo/1","photo","http://pbs.twimg.com/media/D0JslZHW0AA0KQw.jpg","https://t.co/brSGrCPdNR","https://twitter.com/prchovanec/status/1099560680208896001/photo/1",,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/prchovanec/status/1099560680208896001","Patrick Chovanec","New York, NY","Managing Director, Chief Strategist at Silvercrest Asset Management, Adjunct Professor at Columbia SIPA, former biz prof at Tsinghua University in Beijing","http://t.co/feKtmhkmrG",FALSE,44029,1959,1737,172136,19229,2009-08-11 07:50:45,FALSE,"http://t.co/feKtmhkmrG","http://chovanec.wordpress.com","en","https://pbs.twimg.com/profile_banners/64657863/1425411489","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/598225878607355905/EV8q481z_normal.jpg"
"x64657863","x1100415708981350400",2019-02-26 15:22:04,"prchovanec","Feb 25, 1919 - Letter home from US soldier in France: ""Whatever Frank Bumess says about this nigger I am inclined to think that he is right ... You sure are having a time with the influenza. I do hope none of you get sick."" #100yearsago https://t.co/HviEeUhRkT","Twitter Web Client",236,,,,FALSE,FALSE,1,0,"100yearsago",,,,,"http://pbs.twimg.com/media/D0V2MyJUwAENQXd.png","https://t.co/HviEeUhRkT","https://twitter.com/prchovanec/status/1100415708981350400/photo/1","photo","http://pbs.twimg.com/media/D0V2MyJUwAENQXd.png","https://t.co/HviEeUhRkT","https://twitter.com/prchovanec/status/1100415708981350400/photo/1",,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/prchovanec/status/1100415708981350400","Patrick Chovanec","New York, NY","Managing Director, Chief Strategist at Silvercrest Asset Management, Adjunct Professor at Columbia SIPA, former biz prof at Tsinghua University in Beijing","http://t.co/feKtmhkmrG",FALSE,44029,1959,1737,172136,19229,2009-08-11 07:50:45,FALSE,"http://t.co/feKtmhkmrG","http://chovanec.wordpress.com","en","https://pbs.twimg.com/profile_banners/64657863/1425411489","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/598225878607355905/EV8q481z_normal.jpg"
"x64657863","x1099885667520270336",2019-02-25 04:15:52,"prchovanec","Feb 21, 1919 - Alice Wheeldon, a British suffragist and anti-war campaigner who was convicted in 1917 of conspiracy to murder the Prime Minister Lloyd George, died age 53 of the influenza epidemic after her recent release from prison. #100yearsago https://t.co/VMFtqI8kwq","Twitter Web Client",247,,,,FALSE,FALSE,3,2,"100yearsago",,,,,"http://pbs.twimg.com/media/D0OUDt1WwAAFuBN.jpg","https://t.co/VMFtqI8kwq","https://twitter.com/prchovanec/status/1099885667520270336/photo/1","photo","http://pbs.twimg.com/media/D0OUDt1WwAAFuBN.jpg","https://t.co/VMFtqI8kwq","https://twitter.com/prchovanec/status/1099885667520270336/photo/1",,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/prchovanec/status/1099885667520270336","Patrick Chovanec","New York, NY","Managing Director, Chief Strategist at Silvercrest Asset Management, Adjunct Professor at Columbia SIPA, former biz prof at Tsinghua University in Beijing","http://t.co/feKtmhkmrG",FALSE,44029,1959,1737,172136,19229,2009-08-11 07:50:45,FALSE,"http://t.co/feKtmhkmrG","http://chovanec.wordpress.com","en","https://pbs.twimg.com/profile_banners/64657863/1425411489","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/598225878607355905/EV8q481z_normal.jpg"
"x64657863","x1102019280093278208",2019-03-03 01:34:05,"prchovanec","Mar 2, 1919 - William ""Honey"" Mellody, American boxer and World Welterweight Champion, died age 35 in Boston of pneumonia (likely a victim of the influenza epidemic) #100yearsago https://t.co/3hyFglexCh","Twitter Web Client",178,,,,FALSE,FALSE,2,0,"100yearsago",,,,,"http://pbs.twimg.com/media/D0sokmzWoAAH5GL.jpg","https://t.co/3hyFglexCh","https://twitter.com/prchovanec/status/1102019280093278208/photo/1","photo","http://pbs.twimg.com/media/D0sokmzWoAAH5GL.jpg","https://t.co/3hyFglexCh","https://twitter.com/prchovanec/status/1102019280093278208/photo/1",,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/prchovanec/status/1102019280093278208","Patrick Chovanec","New York, NY","Managing Director, Chief Strategist at Silvercrest Asset Management, Adjunct Professor at Columbia SIPA, former biz prof at Tsinghua University in Beijing","http://t.co/feKtmhkmrG",FALSE,44029,1959,1737,172136,19229,2009-08-11 07:50:45,FALSE,"http://t.co/feKtmhkmrG","http://chovanec.wordpress.com","en","https://pbs.twimg.com/profile_banners/64657863/1425411489","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/598225878607355905/EV8q481z_normal.jpg"
"x64657863","x1099537900163788800",2019-02-24 05:13:58,"prchovanec","Feb 16, 1919 - Vera Kholodnaya, the first star of Russian silent cinema, died age 25 in Odessa, a victim of the worldwide influenza epidemic #100yearsago https://t.co/uCPn4kmfcn","Twitter Web Client",153,,,,FALSE,FALSE,5,0,"100yearsago",,,,,"http://pbs.twimg.com/media/D0JX2R9WwAA76-Y.jpg","https://t.co/uCPn4kmfcn","https://twitter.com/prchovanec/status/1099537900163788800/photo/1","photo","http://pbs.twimg.com/media/D0JX2R9WwAA76-Y.jpg","https://t.co/uCPn4kmfcn","https://twitter.com/prchovanec/status/1099537900163788800/photo/1",,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/prchovanec/status/1099537900163788800","Patrick Chovanec","New York, NY","Managing Director, Chief Strategist at Silvercrest Asset Management, Adjunct Professor at Columbia SIPA, former biz prof at Tsinghua University in Beijing","http://t.co/feKtmhkmrG",FALSE,44029,1959,1737,172136,19229,2009-08-11 07:50:45,FALSE,"http://t.co/feKtmhkmrG","http://chovanec.wordpress.com","en","https://pbs.twimg.com/profile_banners/64657863/1425411489","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/598225878607355905/EV8q481z_normal.jpg"
"x875406860563738624","x1102040900853731330",2019-03-03 03:00:00,"YucAlMomento","Yucatán es uno de los estados del país que menores índices presenta en cuanto a casos confirmados por el virus de influenza.
https://t.co/DUNGsD28qF","TweetDeck",148,,,,FALSE,FALSE,0,0,,,"yucatanalmomento.com/yucatan-con-me…","https://t.co/DUNGsD28qF","http://yucatanalmomento.com/yucatan-con-menos-casos-de-influenza/",,,,,,,,,,,"es",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/YucAlMomento/status/1102040900853731330","YucatánAlMomento","Yucatán, México","Yucatán al Momento, noticias oportunas y veraces. Ofrecemos noticias frescas, de calidad y veraces de los hechos. Comparte con nosotros tus comentarios.","https://t.co/nxK2XL5RUM",FALSE,928,394,2,4007,1,2017-06-15 17:37:14,FALSE,"https://t.co/nxK2XL5RUM","https://www.facebook.com/YucatanAlMomentodigital/?hc_ref=NEWSFEED","es","https://pbs.twimg.com/profile_banners/875406860563738624/1533669045","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1026908622096195584/7ZZWu3Bk_normal.jpg"
